Study,Author,Biome,Ecosystem_type,Ecosystem_state,Study_midyear,YearsOfData,CO2_method,Rs_annual,LU_AT,LU_AP,LU_MAT,LU_MAP,LU_LAI,LU_NDEP,T_anomaly,P_anomaly
4532,San José,Tropical,Savanna,Natural,1999.5,1,None,2044,26.1,1134.45,26.15,1027.46,3,263.73999,-0.05,106.99
4532,San José,Tropical,Savanna,Natural,2000.5,1,None,1968,26.125,902.8,26.15,1027.46,3,263.73999,-0.025,-124.66
4548,Selig,Temperate,Forest,Managed,2002.5,1,IRGA,1179,13.505,1413.5,12.9,1215.31,4.4,1312.290039,0.605,198.19
4564,Sowerby,Temperate,Shrubland,Natural,2001,4,Gas chromotography,263,10.57125,865.3125,9.7,804.68,3.2,3531.889893,0.87125,60.6325
4564,Sowerby,Temperate,Shrubland,Natural,2001,4,IRGA,597,10.6075,820.4875,9.52,712.84,0,3531.889893,1.0875,107.6475
4566,Sponseller,Temperate,Desert,Natural,2003.5,1.5,IRGA,185,22.275,254.35,21.62,237.78,0.7,196.470001,0.655,16.57
4566,Sponseller,Temperate,Desert,Natural,2003.5,1.5,IRGA,306,22.275,254.35,21.62,237.78,0.7,196.470001,0.655,16.57
4566,Sponseller,Temperate,Desert,Natural,2003.5,1.5,IRGA,688,22.275,254.35,21.62,237.78,0.7,196.470001,0.655,16.57
4566,Sponseller,Temperate,Desert,Natural,2003.5,1.5,IRGA,1190,22.275,254.35,21.62,237.78,0.7,196.470001,0.655,16.57
4604,Tupek,Boreal,Forest,Natural,2005,1,IRGA,655,4.2,579.7,3.03,592,4.8,845.280029,1.17,-12.3
4604,Tupek,Boreal,Forest,Natural,2005,1,IRGA,422,4.2,579.7,3.03,592,4.8,845.280029,1.17,-12.3
4604,Tupek,Boreal,Forest,Natural,2005,1,IRGA,451,4.2,579.7,3.03,592,4.8,845.280029,1.17,-12.3
4604,Tupek,Boreal,Forest,Natural,2005,1,IRGA,767,4.2,579.7,3.03,592,4.8,845.280029,1.17,-12.3
4604,Tupek,Boreal,Forest,Natural,2005,1,IRGA,505,4.2,579.7,3.03,592,4.8,845.280029,1.17,-12.3
4604,Tupek,Boreal,Wetland,Natural,2005,1,IRGA,548,4.2,579.7,3.03,592,4.8,845.280029,1.17,-12.3
4604,Tupek,Boreal,Wetland,Natural,2005,1,IRGA,532,4.2,579.7,3.03,592,4.8,845.280029,1.17,-12.3
4604,Tupek,Boreal,Wetland,Natural,2005,1,IRGA,344,4.2,579.7,3.03,592,4.8,845.280029,1.17,-12.3
4604,Tupek,Boreal,Wetland,Natural,2005,1,IRGA,438,4.2,579.7,3.03,592,4.8,845.280029,1.17,-12.3
4609,Valentini,Tropical,Forest,Natural,2003,1,IRGA,2887,25.66,1750.1,24.81,1872.31,5.2,272.75,0.85,-122.21
4614,Vargas,Tropical,Forest,Natural,2006,1,Gradient,3821,27.23,1043.3,26.55,1351.81,4.7,239.679993,0.68,-308.51
4616,Vargas,Temperate,Forest,Natural,2006,1,Gradient,1022,10.89,172.6,10.6,264.87,1.7,353.899994,0.29,-92.27
4616,Vargas,Temperate,Savanna,Natural,2006,1,Gradient,341,10.89,172.6,10.6,264.87,1.7,353.899994,0.29,-92.27
1602,Granier,Temperate,Forest,Unmanaged,1996,1,IRGA,575,7.68,821.3,8.45,838.76,3.4,1862.900024,-0.77,-17.46
1602,Granier,Temperate,Forest,Unmanaged,1997,1,IRGA,663,9.24,830.6,8.45,838.76,3.4,1862.900024,0.79,-8.16
1647,McDowell,Temperate,Forest,Managed,1997,1,IRGA,764,7.87,794.7,7.6,592.85,3.2,184.649994,0.27,201.85
1766,Craine,Temperate,Grassland,Natural,1998,1,IRGA,768,8.95,698.1,7.4,718.79,3.9,1799.660034,1.55,-20.69
1766,Craine,Temperate,Grassland,Natural,1999,1,IRGA,624,8.15,690.4,7.4,718.79,3.9,1799.660034,0.75,-28.39
1773,Egli,Temperate,Forest,Managed,1997,1,IRGA,795,8.39,1138.7,7.42,1252.79,3.2,1862.900024,0.97,-114.09
1773,Egli,Temperate,Forest,Managed,1997,1,IRGA,946,8.39,1138.7,7.42,1252.79,3.2,1862.900024,0.97,-114.09
1818,King,Temperate,Forest,Unmanaged,1999,1,IRGA,760,5.62,802.3,4.45,789.99,4.2,1679.310059,1.17,12.31
865,Johnson,Temperate,Forest,Managed,1992.5,2,Gradient,511,12.7,1218.1,12.51,980.83,2.4,538.330017,0.19,237.27
983,Pajari,Boreal,Forest,Natural,1992,1.5,IRGA,712,2.4125,724.875,1.61,660.07,4.4,248.880005,0.8025,64.805
1927,Wilson,Temperate,Forest,Natural,1999,1,IRGA,575,15.53,1313,14.56,1283.2,3.8,1388.01001,0.97,29.8
4100,Tao,Boreal,Grassland,Natural,2005,1,Gradient,191,-1.99,544.6,-2.54,445.57,3.6,478.25,0.55,99.03
1958,Brye,Temperate,Grassland,Natural,1995,1,IRGA,560,8.15,889.4,7.55,800.76,4,1679.310059,0.6,88.64
1958,Brye,Temperate,Grassland,Natural,1997,1,IRGA,2550,7.34,708.1,7.55,800.76,4,1679.310059,-0.21,-92.66
1958,Brye,Temperate,Grassland,Natural,1998,1,IRGA,2800,9.92,966.8,7.55,800.76,4,1679.310059,2.37,166.04
1958,Brye,Temperate,Grassland,Natural,1999,1,IRGA,1200,8.97,836.3,7.55,800.76,4,1679.310059,1.42,35.54
4524,Rodeghiero,Temperate,Forest,Natural,2000.5,2,IRGA,1066,8.3,1447,7.62,902.14,3.3,1499.219971,0.68,544.86
4524,Rodeghiero,Temperate,Forest,Natural,2000.5,2,IRGA,814,10.53,2032.45,9.23,1869.18,3.5,1499.219971,1.3,163.27
4524,Rodeghiero,Temperate,Grassland,Natural,2002.5,1,IRGA,1870,8.93,1386.15,7.62,902.14,3.3,1499.219971,1.31,484.01
2018,Hamilton,Temperate,Forest,Managed,1998,5,IRGA,928,14.736,1214.02,14.19,1151.35,4.3,1312.290039,0.546,62.67
2049,Klopatek,Temperate,Forest,Natural,1999,1,IRGA,1194,9.61,1775,9.28,1822.84,4.9,201.529999,0.33,-47.84
2049,Klopatek,Temperate,Forest,Natural,1999,1,IRGA,1367,9.61,1775,9.28,1822.84,4.9,201.529999,0.33,-47.84
2049,Klopatek,Temperate,Forest,Natural,1999,1,IRGA,883,9.61,1775,9.28,1822.84,4.9,201.529999,0.33,-47.84
2095,Moore,Temperate,Wetland,Natural,1999,1,IRGA,355,12.33,1125.9,11.5,1124.8,4.2,2328.399902,0.83,1.1
2325,Kane,Temperate,Forest,Natural,1999.5,2,IRGA,1230,8.49,2167.35,8.51,2226.23,5.7,368.100006,-0.02,-58.88
2325,Kane,Temperate,Forest,Natural,1999.5,2,IRGA,1100,8.49,2167.35,8.51,2226.23,5.7,368.100006,-0.02,-58.88
2325,Kane,Temperate,Forest,Natural,1999.5,2,IRGA,890,8.49,2167.35,8.51,2226.23,5.7,368.100006,-0.02,-58.88
2325,Kane,Temperate,Forest,Natural,1999.5,2,IRGA,1030,8.49,2167.35,8.51,2226.23,5.7,368.100006,-0.02,-58.88
2325,Kane,Temperate,Forest,Natural,1999.5,2,IRGA,880,8.49,2167.35,8.51,2226.23,5.7,368.100006,-0.02,-58.88
2325,Kane,Temperate,Forest,Natural,1999.5,2,IRGA,750,8.49,2167.35,8.51,2226.23,5.7,368.100006,-0.02,-58.88
2325,Kane,Temperate,Forest,Natural,1999.5,2,IRGA,1310,8.49,2167.35,8.51,2226.23,5.7,368.100006,-0.02,-58.88
2325,Kane,Temperate,Forest,Natural,1999.5,2,IRGA,1090,8.49,2167.35,8.51,2226.23,5.7,368.100006,-0.02,-58.88
2325,Kane,Temperate,Forest,Natural,1999.5,2,IRGA,610,8.49,2167.35,8.51,2226.23,5.7,368.100006,-0.02,-58.88
2325,Kane,Temperate,Forest,Natural,1999.5,2,IRGA,1210,8.49,2167.35,8.51,2226.23,5.7,368.100006,-0.02,-58.88
2325,Kane,Temperate,Forest,Natural,1999.5,2,IRGA,1010,8.49,2167.35,8.51,2226.23,5.7,368.100006,-0.02,-58.88
4459,Mo,Tropical,Forest,Natural,2005.8,1,Gas chromotography,604,21.11,1868.5,20.75,1631.36,3.5,1762.689941,0.36,237.14
4442,Maseyk,Temperate,Forest,Managed,2000.5,1,IRGA,447,21.2,176.1,20.82,181.82,0.8,129.630005,0.38,-5.72
4442,Maseyk,Temperate,Forest,Managed,2001.5,1,IRGA,440,21.5,172.85,20.82,181.82,0.8,129.630005,0.68,-8.97
4442,Maseyk,Temperate,Forest,Managed,2002.5,1,IRGA,454,21.375,180.6,20.82,181.82,0.8,129.630005,0.555,-1.22
4442,Maseyk,Temperate,Forest,Managed,2003.5,1,IRGA,364,21.215,157.45,20.82,181.82,0.8,129.630005,0.395,-24.37
4442,Maseyk,Temperate,Forest,Managed,2004.5,1,IRGA,424,21.11,147,20.82,181.82,0.8,129.630005,0.29,-34.82
4442,Maseyk,Temperate,Forest,Managed,2005.5,1,IRGA,307,21.05,195,20.82,181.82,0.8,129.630005,0.23,13.18
4435,Mäkiranta,Boreal,Forest,Managed,2004,1.5,IRGA,682,1.4075,499.825,0.39,489.84,3.6,175.759995,1.0175,9.985
4435,Mäkiranta,Boreal,Forest,Managed,2004,1.5,IRGA,805,1.4075,499.825,0.39,489.84,3.6,175.759995,1.0175,9.985
4435,Mäkiranta,Boreal,Forest,Managed,2004,1.5,IRGA,559,1.4075,499.825,0.39,489.84,3.6,175.759995,1.0175,9.985
4435,Mäkiranta,Boreal,Forest,Managed,2004,1.5,IRGA,524,1.4075,499.825,0.39,489.84,3.6,175.759995,1.0175,9.985
4435,Mäkiranta,Boreal,Forest,Managed,2004,1.5,IRGA,938,1.4075,499.825,0.39,489.84,3.6,175.759995,1.0175,9.985
4435,Mäkiranta,Boreal,Forest,Managed,2004,1.5,IRGA,668,1.4075,499.825,0.39,489.84,3.6,175.759995,1.0175,9.985
4426,Lovelock,Tropical,Forest,Natural,2004,1,IRGA,605,26.48,3308.3,26.39,2673.94,6,371.730011,0.09,634.36
4426,Lovelock,Tropical,Forest,Natural,2004,1,IRGA,416,26.48,3308.3,26.39,2673.94,6,371.730011,0.09,634.36
4426,Lovelock,Tropical,Forest,Natural,2006,1,IRGA,76,22.08,1627.6,22.54,2013.35,3.1,73.400002,-0.46,-385.75
4426,Lovelock,Tropical,Forest,Natural,2004,1,IRGA,416,23.64,1801.8,22.97,2224.52,4.6,704.77002,0.67,-422.72
4426,Lovelock,Tropical,Forest,Natural,2004,1,IRGA,738,23.64,1801.8,22.97,2224.52,4.6,704.77002,0.67,-422.72
4426,Lovelock,Tropical,Forest,Natural,2006,1,IRGA,151,23.38,2055.3,24.27,2042.54,4.1,138.75,-0.89,12.76
4426,Lovelock,Tropical,Forest,Natural,2006,1,IRGA,1116,24.15,995.7,24.18,1027.62,2.8,138.75,-0.03,-31.92
4426,Lovelock,Tropical,Forest,Natural,2006,1,IRGA,189,24.81,228,25.07,288.36,1.1,11.85,-0.26,-60.36
4426,Lovelock,Tropical,Forest,Natural,2006,1,IRGA,984,24.81,228,25.07,288.36,1.1,11.85,-0.26,-60.36
4426,Lovelock,Tropical,Forest,Natural,2004,1,IRGA,605,25.44,215.5,25.07,288.36,0.9,11.85,0.37,-72.86
4426,Lovelock,Tropical,Forest,Natural,2005,1,IRGA,189,20.54,1017.9,19.96,1399.11,2.9,80.349998,0.58,-381.21
4426,Lovelock,Temperate,Forest,Natural,2004,1,IRGA,208,13.27,1710.9,13.89,1588.05,4.8,224.080002,-0.62,122.85
4426,Lovelock,Temperate,Forest,Natural,2005,1,IRGA,416,14.26,1482.8,13.89,1588.05,4.8,224.080002,0.37,-105.25
4426,Lovelock,Temperate,Forest,Natural,2005,1,IRGA,303,14.26,1482.8,13.89,1588.05,4.8,224.080002,0.37,-105.25
4426,Lovelock,Temperate,Forest,Natural,2004,1,IRGA,322,14.45,1341.5,14.91,1270.87,3.7,224.080002,-0.46,70.63
4426,Lovelock,Temperate,Forest,Natural,2005,1,IRGA,719,15.53,1112.4,14.91,1270.87,3.7,224.080002,0.62,-158.47
4426,Lovelock,Temperate,Forest,Natural,2005,1,IRGA,568,15.53,1112.4,14.91,1270.87,3.7,224.080002,0.62,-158.47
4422,Litton,Tropical,Forest,Natural,2003.5,1,IRGA,1417,16.435,627.8,16.44,756.56,2,29.16,-0.005,-128.76
4422,Litton,Tropical,Forest,Natural,2003.5,1,IRGA,1024,16.435,627.8,16.44,756.56,2,29.16,-0.005,-128.76
4422,Litton,Tropical,Forest,Natural,2004.5,1,IRGA,1943,16.325,851.45,16.44,756.56,2,29.16,-0.115,94.89
4422,Litton,Tropical,Forest,Natural,2004.5,1,IRGA,1384,16.325,851.45,16.44,756.56,2,29.16,-0.115,94.89
4415,Li,Subtropical,Forest,Managed,2001,1,IRGA,2240,22.11,2231.1,21.81,1660.71,2.5,715.049988,0.3,570.39
4383,Knohl,Temperate,Forest,Natural,2000,1,IRGA,892,8.32,771.2,6.8,760.85,4,2100.72998,1.52,10.35
4383,Knohl,Temperate,Forest,Natural,2001,1,IRGA,870,7.37,853,6.8,760.85,4,2100.72998,0.57,92.15
4383,Knohl,Temperate,Forest,Natural,2002,1,IRGA,876,7.87,935,6.8,760.85,4,2100.72998,1.07,174.15
4376,Kim,Temperate,Forest,Managed,2004.5,1,IRGA,884,9.26,1402.85,8.93,1416.14,4.8,833.049988,0.33,-13.29
4376,Kim,Temperate,Forest,Managed,2004.5,1,IRGA,1242,9.26,1402.85,8.93,1416.14,4.8,833.049988,0.33,-13.29
4358,Jasal,Temperate,Forest,Natural,2006,1.5,IRGA,1608,8.795,2052.25,9.2,2027.42,6,368.100006,-0.405,24.83
4348,Irvine,Temperate,Forest,Natural,2001,1,IRGA,612,3.02,933,2.98,1068.61,2.6,201.529999,0.04,-135.61
4348,Irvine,Temperate,Forest,Natural,2002,1,IRGA,768,2.94,866.1,2.98,1068.61,2.6,201.529999,-0.04,-202.51
4348,Irvine,Temperate,Forest,Natural,2003,1,IRGA,806,3.73,1100.8,2.98,1068.61,2.6,201.529999,0.75,32.19
4348,Irvine,Temperate,Forest,Natural,2004,1,IRGA,1039,3.47,941.4,2.98,1068.61,2.6,201.529999,0.49,-127.21
4348,Irvine,Temperate,Forest,Natural,2005,1,IRGA,836,3.06,1005.3,2.98,1068.61,2.6,201.529999,0.08,-63.31
4348,Irvine,Temperate,Forest,Natural,2006,1,IRGA,803,3.37,1196.5,2.98,1068.61,2.6,201.529999,0.39,127.89
4303,Gaumont-Guay,Boreal,Forest,Natural,2004,1,IRGA,611,-0.47,709.2,-0.49,474.07,4.9,381.380005,0.02,235.13
4270,Davidson,Tropical,Forest,Natural,2003,5,IRGA,1280,27.058,1772.48,26.61,2182.04,3.8,222,0.448,-409.56
4257,Chou,Temperate,Grassland,Natural,2003,1,IRGA,1011,17.28,911.6,16.66,999.95,2.4,538.330017,0.62,-88.35
4257,Chou,Temperate,Grassland,Natural,2004,1,IRGA,1480,17.27,862.9,16.66,999.95,2.4,538.330017,0.61,-137.05
4257,Chou,Temperate,Grassland,Natural,2005,1,IRGA,918,16.88,1188.2,16.66,999.95,2.4,538.330017,0.22,188.25
4257,Chou,Temperate,Grassland,Natural,2006,1,IRGA,887,16.56,1027.8,16.66,999.95,2.4,538.330017,-0.1,27.85
2403,Pendall,Temperate,Grassland,Natural,1999.5,2,IRGA,346,9.555,335.75,8.69,362.3,2.4,543.400024,0.865,-26.55
2503,Curiel Yuste,Temperate,Forest,Unmanaged,2001,1,IRGA,462,10.72,1018.5,9.84,802.59,3.1,3531.889893,0.88,215.91
2528,Billings,Temperate,Desert,Natural,2000,2,Gas chromotography,32,13.7025,77.425,12.86,131.93,0.4,173.550003,0.8425,-54.505
2528,Billings,Temperate,Desert,Natural,2000,2,Gas chromotography,90,13.7025,77.425,12.86,131.93,0.4,173.550003,0.8425,-54.505
2528,Billings,Temperate,Desert,Natural,2000,2,Gas chromotography,40,13.7025,77.425,12.86,131.93,0.4,173.550003,0.8425,-54.505
2528,Billings,Temperate,Desert,Natural,2000,2,Gas chromotography,61,13.7025,77.425,12.86,131.93,0.4,173.550003,0.8425,-54.505
2552,Chambers,Tropical,Forest,Natural,2000.5,2,IRGA,984,27.405,2157,27.1,2091.7,5.3,184.880005,0.305,65.3
2552,Chambers,Tropical,Forest,Natural,2000.5,2,IRGA,1211,27.405,2157,27.1,2091.7,5.3,184.880005,0.305,65.3
2552,Chambers,Tropical,Forest,Natural,2000.5,2,IRGA,1438,27.405,2157,27.1,2091.7,5.3,184.880005,0.305,65.3
2590,Fisk,Temperate,Forest,Natural,1999.5,3,IRGA,900,8.543333333,926.7,7.71,930.54,4.4,2328.399902,0.833333333,-3.84
2590,Fisk,Temperate,Forest,Natural,1999.5,3,IRGA,738,9.745,1060.466667,9.05,1020.98,4.1,2328.399902,0.695,39.48666667
2590,Fisk,Temperate,Forest,Natural,1999.5,3,IRGA,859,8.543333333,926.7,7.71,930.54,4.4,2328.399902,0.833333333,-3.84
2590,Fisk,Temperate,Forest,Natural,1999.5,3,IRGA,690,9.745,1060.466667,9.05,1020.98,4.1,2328.399902,0.695,39.48666667
2607,Giardina,Tropical,Forest,Natural,1996.5,2,IRGA,2220,17.295,3520.5,16.67,3845.87,2,29.16,0.625,-325.37
2746,Pumpanen,Boreal,Forest,Natural,1997,1,IRGA,518,3.39,479.3,3.03,592,4.8,845.280029,0.36,-112.7
2746,Pumpanen,Boreal,Forest,Natural,1998,1,IRGA,572,2.92,586.5,3.03,592,4.8,845.280029,-0.11,-5.5
2746,Pumpanen,Boreal,Forest,Natural,1999,1,IRGA,581,3.8,583.9,3.03,592,4.8,845.280029,0.77,-8.1
2746,Pumpanen,Boreal,Forest,Natural,2000,1,IRGA,560,4.91,677.9,3.03,592,4.8,845.280029,1.88,85.9
2809,Vasconcelos,Tropical,Forest,Natural,2001,1,IRGA,1593,25.51,3158.6,25.02,2534.96,2.9,476.190002,0.49,623.64
2809,Vasconcelos,Tropical,Forest,Natural,2002,1,IRGA,1988,25.61,2380.7,25.02,2534.96,2.9,476.190002,0.59,-154.26
2831,Wieser,Temperate,Forest,Natural,2002,1.3,IRGA,35,8.11,866.6,7.5,779.36,2.5,1890.569946,0.61,87.24
2842,Yazaki,Temperate,Grassland,Natural,2000,1,IRGA,1387,11.09,1204.1,10.9,1130.49,4.3,1150.170044,0.19,73.61
2842,Yazaki,Temperate,Grassland,Natural,2001,1,IRGA,1408,10.83,1267.5,10.9,1130.49,4.3,1150.170044,-0.07,137.01
2844,Curiel Yuste,Temperate,Forest,Unmanaged,2001,1,IRGA,458,10.72,1018.5,9.84,802.59,3.1,3531.889893,0.88,215.91
2844,Curiel Yuste,Temperate,Forest,Unmanaged,2001,1,IRGA,560,10.72,1018.5,9.84,802.59,3.1,3531.889893,0.88,215.91
2844,Curiel Yuste,Temperate,Forest,Unmanaged,2001,1,IRGA,492,10.72,1018.5,9.84,802.59,3.1,3531.889893,0.88,215.91
2844,Curiel Yuste,Temperate,Forest,Unmanaged,2001,1,IRGA,935,10.72,1018.5,9.84,802.59,3.1,3531.889893,0.88,215.91
2844,Curiel Yuste,Temperate,Forest,Unmanaged,2001,1,IRGA,674,10.72,1018.5,9.84,802.59,3.1,3531.889893,0.88,215.91
2844,Curiel Yuste,Temperate,Forest,Unmanaged,2001,1,IRGA,893,10.72,1018.5,9.84,802.59,3.1,3531.889893,0.88,215.91
2879,Borken,Temperate,Forest,Managed,1999.5,1,Gas chromotography,540,9.35,960.8,8.12,923.89,4,2100.72998,1.23,36.91
2879,Borken,Temperate,Forest,Managed,1999.5,1,Gas chromotography,570,9.35,960.8,8.12,923.89,4,2100.72998,1.23,36.91
2879,Borken,Temperate,Forest,Managed,1999.5,1,Gas chromotography,640,9.35,960.8,8.12,923.89,4,2100.72998,1.23,36.91
2879,Borken,Temperate,Forest,Managed,1999.5,1,Gas chromotography,640,9.35,960.8,8.12,923.89,4,2100.72998,1.23,36.91
2879,Borken,Temperate,Forest,Managed,2000.5,1,Gas chromotography,550,8.94,992.5,8.12,923.89,4,2100.72998,0.82,68.61
2879,Borken,Temperate,Forest,Managed,2000.5,1,Gas chromotography,660,8.94,992.5,8.12,923.89,4,2100.72998,0.82,68.61
2879,Borken,Temperate,Forest,Managed,2000.5,1,Gas chromotography,710,8.94,992.5,8.12,923.89,4,2100.72998,0.82,68.61
2879,Borken,Temperate,Forest,Managed,2000.5,1,Gas chromotography,770,8.94,992.5,8.12,923.89,4,2100.72998,0.82,68.61
2904,Curtis,Temperate,Forest,Natural,1999,1,IRGA,1116,7.03,699.7,5.19,769.96,4,1202.319946,1.84,-70.26
2904,Curtis,Temperate,Forest,Natural,2000,1,IRGA,987,6.26,515.3,5.19,769.96,4,1202.319946,1.07,-254.66
2904,Curtis,Temperate,Forest,Natural,2001,1,IRGA,1005,6.89,758.5,5.19,769.96,4,1202.319946,1.7,-11.46
2904,Curtis,Temperate,Forest,Natural,2002,1,IRGA,946,6.18,724.2,5.19,769.96,4,1202.319946,0.99,-45.76
2904,Curtis,Temperate,Forest,Natural,2003,1,IRGA,960,5.29,722.5,5.19,769.96,4,1202.319946,0.1,-47.46
2921,Elberling,Temperate,Forest,Natural,2000.5,1.3,IRGA,595,8.31,477.45,7.57,594.15,3.8,1814.26001,0.74,-116.7
2921,Elberling,Temperate,Forest,Natural,2000.5,1.3,IRGA,646,8.31,477.45,7.57,594.15,3.8,1814.26001,0.74,-116.7
2926,Fahey,Temperate,Forest,Natural,2000,5,IRGA,660,8.814,931.6,7.9,1104.82,4.3,768.460022,0.914,-173.22
2929,Fierer,Temperate,Grassland,Natural,1997.5,1,IRGA,44,13.39,550.7,12.94,376.21,2.4,663.119995,0.45,174.49
2929,Fierer,Temperate,Grassland,Natural,1998.5,1,IRGA,15,12.45,529.95,12.94,376.21,2.4,663.119995,-0.49,153.74
2929,Fierer,Temperate,Grassland,Natural,1999.5,1,IRGA,16,12.53,378.25,12.94,376.21,2.4,663.119995,-0.41,2.04
2960,Hibbard,Temperate,Forest,Natural,2001.5,2,IRGA,1805,9.68,1808.25,9.69,2067.42,3.9,284.410004,-0.01,-259.17
2960,Hibbard,Temperate,Forest,Natural,2001.5,2,IRGA,1232,7.205,1473.4,7.68,1698.55,5,201.529999,-0.475,-225.15
2960,Hibbard,Temperate,Forest,Natural,1999,5,IRGA,735,6.362,848.9,5.51,1034.19,4,768.460022,0.852,-185.29
2960,Hibbard,Temperate,Forest,Natural,1998,5,IRGA,604,5.316,1326.44,5.16,1246.05,2.5,201.529999,0.156,80.39
2960,Hibbard,Temperate,Forest,Natural,2000,3,IRGA,541,5.016666667,1097.433333,5.16,1246.05,2.6,201.529999,-0.143333333,-148.6166667
2960,Hibbard,Temperate,Forest,Natural,2001.5,2,IRGA,666,2.98,899.55,2.98,1068.61,2.5,201.529999,0,-169.06
2960,Hibbard,Temperate,Forest,Unmanaged,1997.5,2,IRGA,438,7.45,1002.55,7.07,985.41,3.6,1862.900024,0.38,17.14
2960,Hibbard,Temperate,Forest,Natural,1999,1,IRGA,545,7.39,733.9,6.23,757.11,3.4,1890.569946,1.16,-23.21
2960,Hibbard,Temperate,Forest,Natural,1998,7,IRGA,750,7.281428571,1018.5,7.7,1083.22,4.1,756.47998,-0.418571429,-64.72
2960,Hibbard,Temperate,Forest,Natural,1999,3,IRGA,1132,7.143333333,655.1333333,5.19,769.96,4,1202.319946,1.953333333,-114.8266667
2960,Hibbard,Temperate,Forest,Natural,1998.5,2,IRGA,810,6.63,754.6,4.98,833.31,4.1,1679.310059,1.65,-78.71
2960,Hibbard,Temperate,Forest,Unmanaged,1998,5,IRGA,611,9.052,878.18,8.45,838.76,3.4,1862.900024,0.602,39.42
2960,Hibbard,Temperate,Forest,Unmanaged,1997.5,2,IRGA,867,7.45,1002.55,7.07,985.41,3.6,1862.900024,0.38,17.14
2960,Hibbard,Temperate,Savanna,Natural,1999.5,2,IRGA,181,8.66,174.05,8.67,224.46,1.9,201.529999,-0.01,-50.41
2960,Hibbard,Temperate,Savanna,Natural,2001.5,2,IRGA,488,14.875,643.9,14.74,619.72,2.4,538.330017,0.135,24.18
2962,Hirano,Temperate,Forest,Natural,2000.5,1,Gradient,878,7.62,385.55,7.25,474.51,2.1,1728.579956,0.37,-88.96
4230,Bonal,Tropical,Forest,Natural,2005,1,IRGA,1278,27.27,2561,26.21,2787.41,2.4,148.289993,1.06,-226.41
4212,Bahn,Temperate,Grassland,Natural,2003.5,2,IRGA,494,9.86,739.25,8.82,720,3.2,578.340027,1.04,19.25
4212,Bahn,Temperate,Grassland,Natural,2003,3,IRGA,729,2.943333333,976.3,3.14,1006.79,1.4,1890.569946,-0.196666667,-30.49
4212,Bahn,Temperate,Grassland,Natural,2003,1,IRGA,1378,6.84,1165.7,6.07,1327.81,3.6,1558.869995,0.77,-162.11
4212,Bahn,Temperate,Grassland,Natural,2003,1,IRGA,907,6.84,1165.7,6.07,1327.81,3.6,1558.869995,0.77,-162.11
4212,Bahn,Temperate,Grassland,Natural,2003.5,2,IRGA,529,8.13,775.2,7.21,823.56,3.2,1229.719971,0.92,-48.36
4212,Bahn,Boreal,Grassland,Natural,2002.5,2,IRGA,58,-1.5,475.8,-2.21,495.84,3.6,132.229996,0.71,-20.04
4192,Mast,Temperate,Forest,Natural,1995,2.5,IRGA,1642,-0.88,549.075,-1.36,426.58,3,543.400024,0.48,122.495
4192,Mast,Temperate,Wetland,Natural,1995,2.5,IRGA,1794,-0.88,549.075,-1.36,426.58,3,543.400024,0.48,122.495
4192,Mast,Temperate,Wetland,Natural,1995,2.5,IRGA,1118,-0.88,549.075,-1.36,426.58,3,543.400024,0.48,122.495
3017,Lee,Temperate,Forest,Natural,2000.5,2,IRGA,1060,9.85,1707,9.6,1805.27,4.3,894.75,0.25,-98.27
3068,Ngao,Temperate,Forest,Natural,2002,1,IRGA,980,9.63,981.6,8.45,838.76,3.4,1862.900024,1.18,142.84
3045,Melling,Tropical,Forest,Natural,2002.5,1,IRGA,2130,26.82,3889.15,26.66,3266.44,4.7,359.299988,0.16,622.71
3045,Melling,Tropical,Forest,Managed,2002.5,1,IRGA,1110,26.82,3889.15,26.66,3266.44,4.9,359.299988,0.16,622.71
3052,Mo,Temperate,Forest,Natural,2000.5,4,IRGA,726,9.9475,1802.95,9.6,1805.27,4.3,894.75,0.3475,-2.32
3052,Mo,Temperate,Forest,Natural,1999,1,IRGA,906,10.12,1974.5,9.6,1805.27,4.3,894.75,0.52,169.23
3052,Mo,Temperate,Forest,Natural,2000,1,IRGA,821,9.97,1743,9.6,1805.27,4.3,894.75,0.37,-62.27
3052,Mo,Temperate,Forest,Natural,2001,1,IRGA,870,9.73,1671,9.6,1805.27,4.3,894.75,0.13,-134.27
3052,Mo,Temperate,Forest,Natural,2002,1,IRGA,817,9.97,1823.3,9.6,1805.27,4.3,894.75,0.37,18.03
2988,Kaye,Temperate,Grassland,Natural,2001,1,IRGA,800,9.15,309.8,8.11,390.14,2.8,543.400024,1.04,-80.34
3039,Martin,Temperate,Forest,Natural,1998,1,IRGA,893,7.21,671.7,4.98,833.31,4.1,1679.310059,2.23,-161.61
3039,Martin,Temperate,Forest,Natural,1998,1,IRGA,988,7.21,671.7,4.98,833.31,4.1,1679.310059,2.23,-161.61
3039,Martin,Temperate,Forest,Natural,1998,1,IRGA,1065,7.21,671.7,4.98,833.31,4.1,1679.310059,2.23,-161.61
3039,Martin,Temperate,Forest,Natural,1998,1,IRGA,1143,7.21,671.7,4.98,833.31,4.1,1679.310059,2.23,-161.61
3039,Martin,Temperate,Forest,Natural,1998,1,IRGA,992,7.21,671.7,4.98,833.31,4.1,1679.310059,2.23,-161.61
